Niveau,Code de la CNP v1.0,Titres de classes,Nom du type d’élément Français,Description d’élément Français
5,63200,Cuisiniers/cuisinières,Fonctions principales,"procéder, s'il y a lieu, à l'embauche et à la formation du personnel de cuisine. "
5,63200,Cuisiniers/cuisinières,Conditions d'accès à la profession,Un diplôme d'études secondaires est habituellement exigé. 
5,63200,Cuisiniers/cuisinières,Conditions d'accès à la profession,"Un programme d'apprentissage de trois ans pour cuisiniers  ou un cours de niveau collégial, ou autre, en cuisine ou en salubrité des aliments ou plusieurs années d'expérience comme cuisinier en restauration peuvent être exigés. "
5,63200,Cuisiniers/cuisinières,Conditions d'accès à la profession,"Un certificat de qualification est offert, bien que facultatif, dans toutes les provinces et tous les territoires. "
5,63200,Cuisiniers/cuisinières,Conditions d'accès à la profession,Les cuisiniers qualifiés peuvent obtenir la mention Sceau rouge après la réussite de l'examen interprovincial Sceau rouge. 
5,63200,Cuisiniers/cuisinières,Renseignements supplémentaires,La mention Sceau rouge permet une mobilité interprovinciale. 
5,63200,Cuisiniers/cuisinières,Renseignements supplémentaires,Il existe une mobilité entre les divers emplois de cuisinier compris dans ce groupe de base. 
5,63200,Cuisiniers/cuisinières,Renseignements supplémentaires,"L'expérience et la formation permettent d'accéder à des postes de supervision ou de cadre, tels que le poste de chef. "
5,63201,Bouchers/bouchères - commerce de gros et de détail,Exemple(s) illustratif(s),apprenti boucher/apprentie bouchère 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Exemple(s) illustratif(s),boucher/bouchère - boucherie 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Exemple(s) illustratif(s),boucher/bouchère - commerce de détail 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Exemple(s) illustratif(s),boucher/bouchère en chef - commerce de gros 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Tous les exemples,apprenti boucher/apprentie bouchère 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Tous les exemples,apprenti boucher/apprentie bouchère - commerce de gros ou de détail 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Tous les exemples,assistant boucher/assistante bouchère 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Tous les exemples,boucher/bouchère - boucherie 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Tous les exemples,boucher/bouchère - commerce de détail 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Tous les exemples,boucher/bouchère - commerce de gros 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Tous les exemples,boucher/bouchère - commerce de gros ou de détail 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Tous les exemples,boucher/bouchère dans une charcuterie 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Tous les exemples,boucher/bouchère de supermarché 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Tous les exemples,boucher/bouchère d'épicerie 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Tous les exemples,boucher/bouchère en chef - commerce de détail 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Tous les exemples,boucher/bouchère en chef - commerce de gros 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Tous les exemples,boucher/bouchère en chef - commerce de gros ou de détail 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Tous les exemples,boucher-charcutier/bouchère-charcutière 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Exclusion(s),Coupeur/coupeuse de poisson - traitement du poisson  (Voir 94142 Ouvriers/ouvrières dans les usines de transformation du poisson et de fruits de mer)
5,63201,Bouchers/bouchères - commerce de gros et de détail,Exclusion(s),"Bouchers industriels/bouchères industrielles, dépeceurs-découpeurs/dépeceuses-découpeuses de viande, préparateurs/préparatrices de volaille et personnel assimilé  (Voir 94141 Bouchers industriels/bouchères industrielles, dépeceurs-découpeurs/dépeceuses-découpeuses de viande, préparateurs/préparatrices de volaille et personnel assimilé)"
5,63201,Bouchers/bouchères - commerce de gros et de détail,Exclusion(s),Commis-boucher/commis-bouchère - commerce de gros ou de détail  (Voir 65202 Coupeurs/coupeuses de viande et poissonniers/poissonnières - commerce de gros et de détail)
5,63201,Bouchers/bouchères - commerce de gros et de détail,Exclusion(s),Chef du rayon de boucherie - commerce de détail  (Voir 60020 Directeurs/directrices - commerce de détail et de gros)
5,63201,Bouchers/bouchères - commerce de gros et de détail,Exclusion(s),Commis-vendeur/commis-vendeuse de poissons et de fruits de mer  (Voir 64100 Vendeurs/vendeuses et décorateurs-étalagistes/décoratrices-étalagistes en commerce de détail)
5,63201,Bouchers/bouchères - commerce de gros et de détail,Fonctions principales,Ce groupe exerce une partie ou l'ensemble des fonctions suivantes : 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Fonctions principales,"couper, parer, désosser et préparer des coupes personnalisées et/ou régulières de viande, de volaille, de poisson et de crustacés, pour la vente à des comptoirs libre-service ou selon les directives des clients de détails et/ou commerce de gros; "
5,63201,Bouchers/bouchères - commerce de gros et de détail,Fonctions principales,"préparer des assortiments spéciaux de viande, pour l'étalage et/ou la livraison; "
5,63201,Bouchers/bouchères - commerce de gros et de détail,Fonctions principales,"façonner et ficeler les rôtis et les autres viandes, ainsi que les volailles ou les poissons et, à l'occasion, envelopper ou emballer les viandes, les volailles, les poissons et les crustacés préparés, frais et/ou congelés; "
5,63201,Bouchers/bouchères - commerce de gros et de détail,Fonctions principales,"gérer les stocks, tenir le relevé des produits vendus et déterminer la quantité, la gamme et la fraîcheur des produits à présenter selon les exigences du commerce et de la clientèle; "
5,63201,Bouchers/bouchères - commerce de gros et de détail,Fonctions principales,"respecter les normes d'analyse des risques et maîtrise des points critiques (HACCP), de l'Agence Canadienne d'Inspection des Aliments (ACIA) et les normes de salubrité des aliments; "
5,63201,Bouchers/bouchères - commerce de gros et de détail,Fonctions principales,s'assurer que les conditions d'entreposage sont adéquates; 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Fonctions principales,"superviser, diriger ou former, s'il y a lieu, d'autres bouchers, coupeurs de viande ou poissonniers. "
5,63201,Bouchers/bouchères - commerce de gros et de détail,Conditions d'accès à la profession,Un diplôme d'études secondaires peut être exigé. 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Conditions d'accès à la profession,Une formation collégiale ou une autre formation spécialisée en boucherie peut être exigée. 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Conditions d'accès à la profession,Plusieurs années de formation en milieu de travail dans les magasins d'alimentation sont habituellement requises pour les bouchers de détail. 
5,63201,Bouchers/bouchères - commerce de gros et de détail,Renseignements supplémentaires,"La progression des postes de boucher industriel et de coupeur de viande industriel vers les emplois plus qualifiés est possible grâce à l'expérience et à la formation en cours d'emploi spécialisée dans les supermarchés, les épiceries, les poissonneries et les boucheries. "
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Exemple(s) illustratif(s),apprenti boulanger-pâtissier/apprentie boulangère-pâtissière 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Exemple(s) illustratif(s),boulanger/boulangère 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Exemple(s) illustratif(s),boulanger-pâtissier/boulangère-pâtissière 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Exemple(s) illustratif(s),boulanger-pâtissier/boulangère-pâtissière en chef 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Exemple(s) illustratif(s),chef de boulangerie-pâtisserie 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,apprenti boulanger-pâtissier/apprentie boulangère-pâtissière 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,apprenti boulanger-pâtissier/apprentie boulangère-pâtissière - commerce de détail 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,biscuitier/biscuitière 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,boulanger/boulangère 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,boulanger/boulangère - commerce de détail 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,boulanger-pâtissier en chef/boulangère-pâtissière en chef - commerce de détail 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,boulanger-pâtissier subalterne/boulangère-pâtissière subalterne 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,boulanger-pâtissier/boulangère-pâtissière 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,boulanger-pâtissier/boulangère-pâtissière - commerce de détail 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,boulanger-pâtissier/boulangère-pâtissière de spécialités gastronomiques 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,boulanger-pâtissier/boulangère-pâtissière de spécialités gastronomiques - commerce de détail 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,boulanger-pâtissier/boulangère-pâtissière d'épicerie 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,boulanger-pâtissier/boulangère-pâtissière d'hôpital 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,boulanger-pâtissier/boulangère-pâtissière d'hôtel 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,boulanger-pâtissier/boulangère-pâtissière en chef 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,boulanger-pâtissier/boulangère-pâtissière spécialiste de bagels 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,boulanger-pâtissier/boulangère-pâtissière spécialiste de beignes 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,boulanger-pâtissier/boulangère-pâtissière spécialiste de gâteaux - commerce de détail 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,boulanger-pâtissier/boulangère-pâtissière spécialiste de muffins 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,boulanger-pâtissier/boulangère-pâtissière spécialiste de pâtisseries françaises - commerce de détail 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,chef de boulangerie-pâtisserie 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,chef de boulangerie-pâtisserie - commerce de détail 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,chocolatier 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,confectionneur/confectionneuse de bagels 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,confectionneur/confectionneuse de beignes 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,confectionneur/confectionneuse de muffins 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,décorateur/décoratrice de gâteaux 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,décorateur/décoratrice de gâteaux - commerce de détail 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,décorateur/décoratrice de gâteaux de mariage 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,décorateur/décoratrice de gâteaux de noces 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,décorateur/décoratrice de gâteaux et de pâtisseries - commerce de détail 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,décorateur/décoratrice de pâtisseries 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,décorateur/décoratrice de pâtisseries - commerce de détail 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,façonneur/façonneuse de pâte dans une boulangerie-pâtisserie 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,glaceur/glaceuse à la main - boulangerie-pâtisserie 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,glaceur/glaceuse de gâteaux 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,pâtissier/pâtissière 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,préposé/préposée au glaçage de gâteaux 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Tous les exemples,surveillant/surveillante de boulangerie-pâtisserie - commerce de détail 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Inclusion(s),chocolatier 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Exclusion(s),Opérateur/opératrice de machine de boulangerie - transformation des aliments et boissons  (Voir 94140 Opérateurs/opératrices de machines et de procédés industriels dans la transformation des aliments et des boissons)
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Exclusion(s),Chef pâtissier/chef pâtissière  (Voir 62200 Chefs)
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Fonctions principales,Ce groupe exerce une partie ou l'ensemble des fonctions suivantes : 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Fonctions principales,"préparer la pâte pour les tartes, les pains et les petits pains, les sucreries, les muffins, les biscuits et les gâteaux ainsi que les glaçages, selon les recettes ou les commandes spéciales des clients; "
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Fonctions principales,faire cuire les produits préparés; 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Fonctions principales,glacer et décorer des gâteaux ou d'autres produits de boulangerie; 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Fonctions principales,s'assurer que les produits sont à la hauteur des normes de qualité exigées; 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Fonctions principales,établir un calendrier de production pour déterminer la gamme et la quantité d'articles à produire; 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Fonctions principales,acheter les fournitures de boulangerie et de pâtisserie; 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Fonctions principales,"voir, au besoin, à la vente et à la mise en marché des produits; "
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Fonctions principales,"engager, former et superviser, au besoin, le personnel de cuisine et de boulangerie-pâtisserie. "
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Conditions d'accès à la profession,Un diplôme d'études secondaires est habituellement exigé. 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Conditions d'accès à la profession,Un programme d'apprentissage de trois ou quatre ans  ou une formation collégiale ou spécialisée en boulangerie-pâtisserie  ou plusieurs années d'expérience en boulangerie dans un établissement commercial sont habituellement exigées. 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Conditions d'accès à la profession,Une formation en cours d'emploi peut être offerte. 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Conditions d'accès à la profession,"Le certificat de qualification est offert, bien que facultatif, à Terre-Neuve-et-Labrador, en Nouvelle-Écosse, à l'Île-du-Prince-Édouard, au Nouveau-Brunswick, au Québec, en Ontario, en Alberta, en Colombie-Britannique, au Yukon, dans les Territoires du Nord-Ouest et au Nunavut. "
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Conditions d'accès à la profession,Les boulangers-pâtissiers qualifiés peuvent obtenir la mention Sceau rouge après la réussite de l'examen interprovincial Sceau rouge. 
5,63202,Boulangers-pâtissiers/boulangères-pâtissières,Renseignements supplémentaires,La mention Sceau rouge permet une mobilité interprovinciale. 
5,63210,Coiffeurs/coiffeuses et barbiers,Exemple(s) illustratif(s),apprenti barbier 
5,63210,Coiffeurs/coiffeuses et barbiers,Exemple(s) illustratif(s),apprenti coiffeur styliste/apprentie coiffeuse styliste 
5,63210,Coiffeurs/coiffeuses et barbiers,Exemple(s) illustratif(s),apprenti coiffeur/apprentie coiffeuse 
5,63210,Coiffeurs/coiffeuses et barbiers,Exemple(s) illustratif(s),barbier 
5,63210,Coiffeurs/coiffeuses et barbiers,Exemple(s) illustratif(s),coiffeur styliste/coiffeuse styliste 
5,63210,Coiffeurs/coiffeuses et barbiers,Exemple(s) illustratif(s),coiffeur/coiffeuse 
5,63210,Coiffeurs/coiffeuses et barbiers,Exemple(s) illustratif(s),coiffeur/coiffeuse de perruques 
5,63210,Coiffeurs/coiffeuses et barbiers,Exemple(s) illustratif(s),coloriste de cheveux 
5,63210,Coiffeurs/coiffeuses et barbiers,Tous les exemples,apprenti barbier 
5,63210,Coiffeurs/coiffeuses et barbiers,Tous les exemples,apprenti coiffeur styliste/apprentie coiffeuse styliste 
5,63210,Coiffeurs/coiffeuses et barbiers,Tous les exemples,apprenti coiffeur/apprentie coiffeuse 
5,63210,Coiffeurs/coiffeuses et barbiers,Tous les exemples,barbier 
5,63210,Coiffeurs/coiffeuses et barbiers,Tous les exemples,coiffeur styliste/coiffeuse styliste 
5,63210,Coiffeurs/coiffeuses et barbiers,Tous les exemples,coiffeur/coiffeuse 
5,63210,Coiffeurs/coiffeuses et barbiers,Tous les exemples,coiffeur/coiffeuse de perruques 
5,63210,Coiffeurs/coiffeuses et barbiers,Tous les exemples,coiffeur/coiffeuse pour hommes 
5,63210,Coiffeurs/coiffeuses et barbiers,Tous les exemples,coloriste de cheveux 
5,63210,Coiffeurs/coiffeuses et barbiers,Tous les exemples,propriétaire de salon de beauté 
5,63210,Coiffeurs/coiffeuses et barbiers,Tous les exemples,propriétaire d'institut de beauté 
5,63210,Coiffeurs/coiffeuses et barbiers,Tous les exemples,spécialiste de la mise en plis 
5,63210,Coiffeurs/coiffeuses et barbiers,Tous les exemples,spécialiste en traitements capillaires 
5,63210,Coiffeurs/coiffeuses et barbiers,Tous les exemples,spécialiste en traitements des cheveux 
5,63210,Coiffeurs/coiffeuses et barbiers,Tous les exemples,technicien-coloriste/technicienne-coloriste de cheveux 
5,63210,Coiffeurs/coiffeuses et barbiers,Exclusion(s),"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé  (Voir 63211 Esthéticiens/esthéticiennes, électrolystes et personnel assimilé)"
5,63210,Coiffeurs/coiffeuses et barbiers,Exclusion(s),Professeur/professeure de coiffure - collège communautaire  (Voir 41210 Enseignants/enseignantes au niveau collégial et autres instructeurs/instructrices en formation professionnelle)
5,63210,Coiffeurs/coiffeuses et barbiers,Fonctions principales,Ce groupe exerce une partie ou l'ensemble des fonctions suivantes : 
5,63210,Coiffeurs/coiffeuses et barbiers,Fonctions principales,Les coiffeurs 
5,63210,Coiffeurs/coiffeuses et barbiers,Fonctions principales,suggérer des styles de coiffure compatibles avec les traits physiques des clients ou déterminer le style d'après les instructions et les préférences des clients; 
5,63210,Coiffeurs/coiffeuses et barbiers,Fonctions principales,"couper, tailler, effiler, friser, onduler, faire des permanentes et des mises en plis; "
5,63210,Coiffeurs/coiffeuses et barbiers,Fonctions principales,"appliquer du décolorant, faire des shampoings colorants, teindre ou donner des rinçages afin de colorer, de givrer ou de faire des mèches aux cheveux; "
5,63210,Coiffeurs/coiffeuses et barbiers,Fonctions principales,"analyser le cheveu et le cuir chevelu, conditionner et donner des traitements de base, ou conseiller des traitements pour le cuir chevelu et les cheveux; "
5,63210,Coiffeurs/coiffeuses et barbiers,Fonctions principales,nettoyer et coiffer les perruques et les postiches; 
5,63210,Coiffeurs/coiffeuses et barbiers,Fonctions principales,poser des rallonges; 
5,63210,Coiffeurs/coiffeuses et barbiers,Fonctions principales,"laver et rincer les cheveux, s'il y a lieu; "
5,63210,Coiffeurs/coiffeuses et barbiers,Fonctions principales,"agir à titre de réceptionniste et commander des fournitures, s'il y a lieu; "
5,63210,Coiffeurs/coiffeuses et barbiers,Fonctions principales,"former et superviser, s'il y a lieu, les autres coiffeurs, les apprentis coiffeurs et les aides. "
5,63210,Coiffeurs/coiffeuses et barbiers,Fonctions principales,Les barbiers 
5,63210,Coiffeurs/coiffeuses et barbiers,Fonctions principales,couper et tailler les cheveux selon les instructions et les préférences des clients; 
5,63210,Coiffeurs/coiffeuses et barbiers,Fonctions principales,raser et tailler les barbes et les moustaches; 
5,63210,Coiffeurs/coiffeuses et barbiers,Fonctions principales,"donner, s'il y a lieu, des shampoings et d'autres traitements pour les cheveux, tels que des ondulations, un défrisage et une teinture, et donner, si nécessaire, des massages pour conditionner le cuir chevelu; "
5,63210,Coiffeurs/coiffeuses et barbiers,Fonctions principales,"donner des rendez-vous et commander des fournitures, s'il y a lieu; "
5,63210,Coiffeurs/coiffeuses et barbiers,Fonctions principales,"former et superviser, s'il y a lieu, les apprentis barbiers et d'autres barbiers. "
5,63210,Coiffeurs/coiffeuses et barbiers,Conditions d'accès à la profession,Coiffeurs 
5,63210,Coiffeurs/coiffeuses et barbiers,Conditions d'accès à la profession,Un diplôme d'études secondaires est exigé. 
5,63210,Coiffeurs/coiffeuses et barbiers,Conditions d'accès à la profession,"Un programme d'apprentissage d'un ou deux ans, ou un diplôme d'études collégiales ou une formation spécialisée en coiffure, ainsi qu'une formation en cours d'emploi, sont habituellement exigés. "
5,63210,Coiffeurs/coiffeuses et barbiers,Conditions d'accès à la profession,Plusieurs années d'expérience peuvent suppléer aux exigences scolaires et à la formation. 
5,63210,Coiffeurs/coiffeuses et barbiers,Conditions d'accès à la profession,Les employeurs peuvent exiger des postulants une démonstration de leur savoir avant l'embauche. 
5,63210,Coiffeurs/coiffeuses et barbiers,Conditions d'accès à la profession,"Un certificat de qualification pour les coiffeurs est obligatoire en Nouvelle-Écosse, en Ontario, au Manitoba, en Saskatchewan et en Alberta, et est offert, bien que facultatif, à Terre-Neuve-et-Labrador, à L'Île-du-Prince-Édouard, au Nouveau-Brunswick, au Québec, en Colombie-Britannique, au Yukon, dans les Territoires du Nord-Ouest et au Nunavut. "
5,63210,Coiffeurs/coiffeuses et barbiers,Conditions d'accès à la profession,"Au Nouveau-Brunswick, une licence de l'Association de cosmétologie du Nouveau-Brunswick est obligatoire afin d' utiliser les titres de ""coiffeur-styliste"", ""coiffeuse-styliste"", ""coiffeur"" ou ""coiffeuse"". "
5,63210,Coiffeurs/coiffeuses et barbiers,Conditions d'accès à la profession,Les coiffeurs qualifiés peuvent obtenir la mention Sceau rouge après la réussite de l'examen interprovincial Sceau rouge. 
5,63210,Coiffeurs/coiffeuses et barbiers,Conditions d'accès à la profession,Barbiers 
5,63210,Coiffeurs/coiffeuses et barbiers,Conditions d'accès à la profession,Un diplôme d'études secondaires est exigé. 
5,63210,Coiffeurs/coiffeuses et barbiers,Conditions d'accès à la profession,Un programme d'apprentissage de sept mois à un an ou un autre programme pour les barbiers est habituellement exigé. 
5,63210,Coiffeurs/coiffeuses et barbiers,Conditions d'accès à la profession,Une formation en cours d'emploi peut suppléer aux exigences scolaires. 
5,63210,Coiffeurs/coiffeuses et barbiers,Conditions d'accès à la profession,"Un certificat de qualification pour les barbiers est obligatoire en Ontario et est offert, bien que facultatif, au Yukon. "
5,63210,Coiffeurs/coiffeuses et barbiers,Conditions d'accès à la profession,Les barbiers qualifiés peuvent obtenir la mention Sceau rouge après la réussite de l'examen interprovincial Sceau rouge en tant que coiffeurs. 
5,63210,Coiffeurs/coiffeuses et barbiers,Renseignements supplémentaires,La mention Sceau rouge permet une mobilité interprovinciale. 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Exemple(s) illustratif(s),cosméticien/cosméticienne 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Exemple(s) illustratif(s),électrolyste 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Exemple(s) illustratif(s),esthéticien/esthéticienne 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Exemple(s) illustratif(s),fournisseur/fournisseuse de services de traitement esthétique 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Exemple(s) illustratif(s),manucure 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Exemple(s) illustratif(s),pédicure 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Exemple(s) illustratif(s),spécialiste du cuir chevelu 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Exemple(s) illustratif(s),tatoueur/tatoueuse 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Exemple(s) illustratif(s),technicien/technicienne en électrolyse 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Exemple(s) illustratif(s),technicien/technicienne en greffe de cheveux 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,conseiller/conseillère en greffe de cheveux 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,conseiller/conseillère en soins de la peau 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,cosméticien/cosméticienne 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,cosmétologue 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,dépilateur/dépilatrice 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,dépileur/dépileuse à la cire 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,électrolyste 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,épilectrolyste 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,épileur/épileuse 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,épileur/épileuse à la cire 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,épileur/épileuse par électrocoagulation 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,épileur/épileuse par électrolyse 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,esthéticien/esthéticienne 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,fournisseur/fournisseuse de services de traitement esthétique 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,fournisseur/fournisseuse de soins de beauté 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,fournisseur/fournisseuse de soins esthétiques 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,manucure 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,maquilleur/maquilleuse - esthétique 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,"maquilleur/maquilleuse - salon de beauté, spa et commerce de détail "
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,pédicure 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,perceur/perceuse - esthétique 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,poseur/poseuse d'ongles et de cils 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,spécialiste de l'épilation à la cire 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,spécialiste de l'épilation des poils 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,spécialiste des soins de beauté 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,spécialiste des soins de la peau 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,spécialiste du cuir chevelu 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,spécialiste en tissage de cheveux 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,tatoueur/tatoueuse 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,tatoueur/tatoueuse au henné 
5,63211,"Esthéticiens/esthéticiennes, électrolystes et personnel assimilé",Tous les exemples,tatoueur/tatoueuse au mehndi 
